timestamp,data,index
1714340345.6027844,2980492.127508593,0
1714340346.0690668,22417900.943489306,1
1714340346.5326188,22562200.74919956,1
1714340347.0256097,21209942.47312012,1
1714340347.489892,22524694.547800608,2
1714340347.9793758,21404586.75228879,2
1714340348.4570146,21984429.722372975,2
1714340348.9505162,21267287.583842196,3
1714340349.431963,21798059.456903595,3
1714340349.9095469,21966033.68871001,3
1714340350.3615737,23221680.070812702,4
1714340350.8516707,21434245.640934635,4
1714340351.3529086,20977670.79277585,4
1714340351.830039,22048184.583444476,5
1714340352.3163433,21636490.46998152,5
1714340352.8820088,18625248.868529096,5
1714340353.380816,21122594.26114463,6
1714340353.9218528,19458499.74665623,6
1714340354.396666,22187897.920684062,7
1714340354.879255,21817914.02739344,7
1714340355.3588855,21974467.71172316,7
1714340356.8851004,6904560.595290699,8
1714340357.3462625,22835197.801868465,9
1714340357.9969146,16197374.027281128,9
1714340358.4760609,22022201.286178816,10
1714340359.0361054,18863270.63502186,10
1714340359.510995,22224983.21417386,11
1714340359.9951336,21801111.455558766,11
1714340360.497391,20961724.243528984,11
1714340361.0524242,18918490.235215485,12
1714340361.6088924,18792078.841648716,12
1714340362.091012,21517239.0512703,13
1714340362.5507782,22268473.36928057,13
1714340363.017846,21472929.78938438,13
1714340363.4780328,21263599.570017215,14
1714340364.0475888,17155657.258964304,14
1714340364.4958403,22124252.183579613,15
1714340364.9440303,22556428.823784065,15
1714340365.386394,23094607.97763053,15
1714340365.8167672,23890290.574138645,16
1714340366.2759993,22443302.99144991,16
1714340366.806818,19445314.261723816,16
1714340367.2649508,22539206.435083743,17
1714340367.719064,22736138.90742581,17
1714340368.215513,20755354.646288965,17
1714340368.699348,21255303.74554554,18
1714340369.1462176,22951167.829138387,18
1714340369.65994,19978827.96635049,18
1714340370.2832983,16469224.640770216,19
1714340370.8326294,18715927.648314103,19
1714340371.2917068,22414307.252623025,20
1714340371.713622,24383595.132741503,20
1714340372.1350822,24431485.415696394,20
1714340372.5929015,22461418.321688287,21
1714340373.029791,23559660.77820277,21
1714340373.47979,22849172.436599802,21
1714340374.9306695,7078178.082655786,22
1714340375.5336523,17002532.27037566,23
1714340376.6631124,9111415.879956009,23
1714340377.2702103,16962625.66630955,24
1714340377.8515856,17695418.0372423,24
1714340378.3598583,20193402.38473568,25
1714340378.9504066,17348307.33613327,25
1714340379.5934186,15889724.9978802,26
1714340380.1638625,17843478.399576034,26
1714340381.2504346,9393964.282042082,27
1714340381.7942395,18749725.376416232,28
1714340382.2937338,20408458.92508204,28
1714340382.772185,21328170.70457634,29
1714340383.2391446,21817219.01441497,29
1714340383.7682683,19190056.494366348,29
1714340384.2477586,21168486.096357204,30
1714340384.8060722,18156317.482912987,30
1714340385.294442,20768772.517078057,31
1714340385.7871356,20575778.8618138,31
1714340386.3525507,17912933.353377953,31
1714340386.860303,19947111.998087946,32
1714340387.3947942,18997468.614532843,32
1714340387.9189906,19403717.79106821,33
1714340388.4130075,20633777.272386543,33
1714340388.919973,20117895.33576376,34
1714340389.4125595,20669097.32614991,34
1714340389.9044163,20704989.601212982,34
1714340390.4527042,18567015.367345847,35
1714340390.9251914,21465618.78299167,35
1714340391.41188,20685179.224367727,36
1714340392.5187337,9013130.73967792,36
1714340393.0995226,17291350.447301615,37
1714340394.1374116,9889871.180008333,37
1714340394.6393583,20531511.231002778,38
1714340395.1406612,20547351.705884002,38
1714340395.6611044,19685811.559508856,39
1714340396.1510773,20804858.07593217,39
1714340396.7085366,18328911.160078693,40
1714340397.2072186,20605917.41608008,40
1714340397.8263564,16690198.042336727,41
1714340398.3205142,21027905.5583592,41
1714340398.826231,20629611.323385607,42
1714340399.423233,17488149.108405136,42
