timestamp,data,index
1714339896.029294,10606475.449931625,0
1714339896.4829366,69478112.55783457,1
1714339896.8627768,82990105.87814735,1
1714339897.2261736,86800446.33813459,1
1714339897.792507,55662958.99320445,2
1714339898.3153381,60322508.36278569,2
1714339898.8040318,64479795.79671773,3
1714339899.3769183,55005018.448814616,3
1714339899.970682,53087474.48977548,4
1714339900.4510071,65608705.56297543,4
1714339900.9905026,58409459.71683317,5
1714339901.6145923,50483693.80528569,5
1714339902.110308,63587245.61245612,6
1714339902.6217542,61675447.665980786,6
1714339903.1239517,62800695.93593005,7
1714339903.6227047,63253762.80699017,7
1714339904.1660502,58044186.19988968,8
1714339904.648466,65411481.89474485,8
1714339905.1062028,68906631.01814169,9
1714339905.5508854,70973276.95046997,9
1714339906.1520379,52489856.25666929,9
1714339906.718777,55687580.91872693,10
1714339907.2069585,64633804.34886145,10
1714339907.6958494,64585391.68209833,11
1714339908.2745607,54537135.483578384,11
1714339908.7829046,62062877.91710684,12
1714339909.2512982,67373973.57929869,12
1714339909.742733,64209472.48393629,12
1714339910.2818093,58522673.41544275,13
1714339910.7906914,62054773.98767331,13
1714339911.3138072,60307788.62196351,14
1714339912.324975,31184406.06295962,14
1714339913.414894,28934553.211049158,15
1714339913.9320989,60993394.64233561,16
1714339914.421762,64427740.39440899,16
1714339914.92389,62822097.806606,17
1714339915.4513361,59797526.404913686,17
1714339915.9747977,60267712.7490893,18
1714339916.4915264,61069541.53826647,18
1714339916.9968092,62411974.68273056,19
1714339917.5175989,60577004.04459354,19
1714339918.0221026,62538076.56806869,20
1714339918.5047765,65357044.95614865,20
1714339918.942646,72069746.54025447,20
1714339919.3306165,81347486.82250755,21
1714339919.8246808,63845646.1174345,21
1714339920.310504,64990538.0440549,21
1714339920.9308512,50891429.94926768,22
1714339921.5318513,52505865.762895614,22
1714339922.1261067,53082464.6829877,23
1714339922.7432778,51123926.324012876,23
1714339923.3278725,53973243.27720352,24
1714339923.8537853,60013698.070954405,24
1714339924.3178215,67959286.04356171,25
1714339924.8446229,59882069.567214705,25
1714339925.349223,62463224.758039884,25
1714339926.4133563,29633236.01995484,26
1714339926.9212968,62065576.053205036,27
