timestamp,data,index
1714339896.2227206,10438064.0,1
1714339897.434934,31319096.0,2
1714339898.4687314,20883456.0,3
1714339899.582614,20869984.0,4
1714339900.6946325,20862816.0,5
1714339901.7960672,10430712.0,6
1714339902.8063014,20873272.0,7
1714339903.8198714,10443256.0,8
1714339905.2633116,20889368.0,9
1714339906.3471735,20892440.0,10
1714339907.3751388,20894256.0,11
1714339908.4615884,10448000.0,12
1714339909.9885228,20882072.0,13
1714339911.491575,31330912.0,14
1714339912.5178673,20878688.0,15
1714339913.594358,20871088.0,16
1714339915.090871,31332088.0,17
1714339916.1819823,20884320.0,18
1714339917.714127,31329576.0,19
1714339919.0728288,31330984.0,20
1714339921.1139228,31322640.0,21
1714339922.9242737,10439760.0,22
1714339924.014198,20880144.0,23
1714339925.5852146,31309872.0,24
1714339927.108268,31316384.0,25
1714339928.3316886,10447448.0,26
1714339929.8454065,20882248.0,27
1714339930.942815,20886584.0,28
1714339932.0582697,20890072.0,29
1714339933.8869808,31357472.0,30
1714339935.127751,31367960.0,31
1714339936.3254068,31356064.0,32
1714339937.6684678,31358272.0,33
1714339938.8951094,31375952.0,34
1714339940.0026102,31385768.0,35
1714339941.1104312,31364760.0,36
1714339942.2540526,31372848.0,37
1714339943.3900712,31400832.0,38
1714339944.5104604,31353472.0,39
1714339945.7322738,31372032.0,40
1714339946.8503466,31367360.0,41
1714339947.9781058,31373328.0,42
1714339949.197004,31374152.0,43
1714339950.6722486,31376912.0,44
1714339952.1652505,31374488.0,45
1714339953.191348,20913632.0,46
1714339954.6353998,31354616.0,47
1714339955.741201,20911704.0,48
1714339957.411595,20899480.0,49
1714339958.55753,20914960.0,50
1714339959.5973668,20914184.0,51
1714339960.923205,31363096.0,52
1714339962.050182,20916328.0,53
1714339963.126266,20926912.0,54
1714339964.2801337,20923352.0,55
1714339965.381713,20926736.0,56
1714339966.582474,20921192.0,57
1714339967.7136135,20899280.0,58
1714339968.7911325,10446832.0,59
1714339969.8568368,20902880.0,60
1714339970.9699535,20911040.0,61
1714339972.164753,20917144.0,62
1714339973.2839513,20927016.0,63
1714339974.416767,20930880.0,64
1714339975.924461,31389200.0,65
1714339976.9679818,20935280.0,66
1714339978.0048335,20959536.0,67
1714339979.2203586,20971904.0,68
1714339980.4403472,20992352.0,69
1714339981.626402,20974632.0,70
1714339982.7841122,20962504.0,71
1714339983.9934008,20944792.0,72
1714339985.252314,20948152.0,73
1714339986.3293595,20933272.0,74
1714339987.3791413,20944960.0,75
