timestamp,data,index
1714339896.005067,15753064.0,1
1714339897.2147834,47293624.0,2
1714339898.2993264,31532112.0,3
1714339899.367555,31512272.0,4
1714339900.4364617,31518416.0,5
1714339901.6040246,31509968.0,6
1714339903.106103,47302712.0,7
1714339904.6290874,31552848.0,8
1714339906.1312463,47329720.0,9
1714339907.1907644,31557840.0,10
1714339908.2577562,31569104.0,11
1714339909.7242281,47332280.0,12
1714339910.7748637,31564240.0,13
1714339911.810607,31543504.0,14
1714339912.859713,31524944.0,15
1714339913.9180443,31542096.0,16
1714339915.9584522,31547344.0,17
1714339916.9789062,31546832.0,18
1714339918.0075507,31550416.0,19
1714339919.3163586,47333176.0,20
1714339920.9162621,47345720.0,21
1714339922.1097188,31551184.0,22
1714339923.3129098,31553360.0,23
1714339924.8287833,47323192.0,24
1714339925.887813,31531984.0,25
1714339926.9008732,31530704.0,26
1714339928.1336372,31555536.0,27
1714339929.202314,31545296.0,28
1714339930.7116866,47300664.0,29
1714339931.8445902,31540688.0,30
1714339932.8745942,31555920.0,31
1714339934.1534026,47332152.0,32
1714339935.3893108,47341368.0,33
1714339936.5892375,31564112.0,34
1714339938.3323057,47346232.0,35
1714339939.8640249,47359928.0,36
1714339940.973296,47336504.0,37
1714339942.1031463,47338808.0,38
1714339943.2552366,47354936.0,39
1714339944.8195076,47330744.0,40
1714339945.957043,31565008.0,41
1714339947.0769997,47341368.0,42
1714339948.2076867,47322552.0,43
1714339949.5042918,47332792.0,44
1714339950.994044,47352504.0,45
1714339952.4784727,47335736.0,46
1714339953.94508,47338680.0,47
1714339954.9603605,31542352.0,48
1714339956.0600352,31565136.0,49
1714339957.1948113,31566416.0,50
1714339958.3477578,31558480.0,51
1714339959.4503064,31568976.0,52
1714339960.7428055,47326648.0,53
1714339961.8401234,31566800.0,54
1714339962.9294267,31570128.0,55
1714339964.0715783,31567184.0,56
1714339965.1509678,31571280.0,57
1714339966.9248645,31562832.0,58
1714339968.0254788,31535184.0,59
1714339969.1327312,31533648.0,60
1714339970.182562,31541584.0,61
1714339971.3688104,31547600.0,62
1714339972.4694018,31553488.0,63
1714339973.652488,31567056.0,64
1714339974.693739,31558352.0,65
1714339976.23,47335352.0,66
1714339977.2511256,31560144.0,67
1714339978.2862248,31555408.0,68
1714339979.5324407,31550800.0,69
1714339980.7953281,31556688.0,70
1714339982.5565515,31560528.0,71
1714339983.7739253,31577680.0,72
1714339984.9736884,31582672.0,73
1714339986.1321075,31583440.0,74
1714339987.2176983,15797096.0,75
