timestamp,data,index
1714339896.005081,5323193.992436702,0
1714339896.467843,34055295.76365075,1
1714339896.849939,41251521.91641588,1
1714339897.2147915,43228135.753371395,1
1714339897.7742457,28174725.26201954,2
1714339898.2993388,30032329.666265436,2
1714339898.7867715,32324177.229406297,3
1714339899.3675635,27128963.13046348,3
1714339899.9577878,26704231.1046881,4
1714339900.4364712,32917177.621726725,4
1714339900.9818077,28892495.604373563,5
1714339901.604034,25318516.5456841,5
1714339902.0972767,31953948.898952678,6
1714339902.602223,31235637.645812754,6
1714339903.1061115,31295250.140896786,6
1714339903.6031723,31736329.44226061,7
1714339904.6291006,15379305.71365201,7
1714339905.0974119,33677255.843477935,8
1714339905.5356865,36006037.54388572,8
1714339906.1312554,26491670.164487526,8
1714339906.6997616,27758587.79656064,9
1714339907.1907723,32131352.71563487,9
1714339907.6806598,32229362.484812174,10
1714339908.2577662,27344201.524956323,10
1714339908.7686143,30880252.857479557,11
1714339909.2345033,33869617.93581153,11
1714339909.724237,32216795.239422742,11
1714339910.2658043,29128211.232582506,12
1714339910.7748742,31016139.4228583,12
1714339911.2952237,30315905.688234985,13
1714339911.8106177,30595314.970718995,13
1714339912.3080163,31698469.12648879,14
1714339912.8597324,28562522.66106601,14
1714339913.3931024,29563673.21174758,15
1714339913.9180722,30047407.408862915,15
1714339914.905948,15966212.883343205,16
1714339915.9584599,14987374.03124971,16
1714339916.4770143,30428200.041957304,17
1714339916.9789355,31416954.234493885,17
1714339917.4957826,30519302.91515291,18
1714339918.0075614,30825883.810054097,18
1714339918.4896374,32719308.79288456,19
1714339918.9297142,35856550.346943095,19
1714339919.3163705,40812418.66724217,19
1714339919.8087592,32031952.69521024,20
1714339920.2937043,32555785.93199525,20
1714339920.9162755,25355814.669452064,20
1714339921.516918,26268834.717876147,21
1714339922.1097295,26606998.34330995,21
1714339922.7232223,25716120.31516935,22
1714339923.3129249,26753859.280084744,22
1714339923.8369536,30115468.76610079,23
1714339924.3044682,33727654.42928291,23
1714339924.8287954,30083434.860357814,23
1714339925.33476,31148616.70044714,24
1714339925.8878255,28517246.00275548,24
1714339926.3918786,31281076.756177083,25
1714339926.9008892,30968888.492413595,25
1714339927.4893382,26810474.295091398,26
1714339928.1336448,24489477.056626394,26
1714339928.710182,27356794.32152946,27
1714339929.2023308,32050005.028907165,27
1714339929.6318235,36710156.50516971,28
1714339930.1910064,28209984.542872857,28
1714339930.7116964,30265781.660056118,28
1714339931.2932613,27108988.68940184,29
1714339931.8446116,28612242.580686226,29
1714339932.3584383,30715208.91455446,30
1714339932.8746066,30558538.211261466,30
1714339933.2928073,37724721.18916866,31
1714339933.7102022,37801542.170899406,31
1714339934.1534107,35597978.93334007,31
1714339934.5598292,38838034.371520005,32
1714339934.9831586,37280843.94226778,32
1714339935.3893251,38838838.01332619,32
1714339936.1862082,19801124.069205444,33
1714339936.5892518,39164632.21194219,33
1714339937.094634,31202233.593864873,34
1714339937.508919,38103320.79017115,34
1714339938.332315,19178312.46270715,34
1714339938.7247486,40227029.91087112,35
1714339939.1204257,39899637.21611976,35
1714339939.8640351,21229052.277682286,35
1714339940.2335095,42702446.027469955,36
1714339940.5948515,43666876.39747502,36
1714339940.9733047,41696848.742691904,36
1714339941.3359082,43508026.283883765,37
1714339941.7150927,41615277.58468395,37
1714339942.1031559,40670727.55318872,37
1714339942.4912148,40673066.445157416,38
1714339942.8889084,39696726.52511223,38
1714339943.2552447,43086557.200588584,38
1714339943.6131935,44075036.347535916,39
1714339944.011734,39564376.655309014,39
1714339944.8195179,19542624.12481365,39
1714339945.591333,20447817.468394518,40
1714339945.9570508,43156315.569070294,40
1714339946.323537,43054709.58779957,41
1714339946.715765,40235119.9047861,41
1714339947.0770109,43685548.499741614,41
1714339947.4538527,41867942.40808202,42
1714339947.841082,40719591.25708625,42
1714339948.2076967,43034546.89520083,42
1714339948.5955043,40687459.97981996,43
1714339949.0390713,35572528.90087392,43
1714339949.5043097,33908181.55996861,43
1714339949.9634247,34375686.58419678,44
1714339950.458062,31919650.150213603,44
1714339950.9940577,29442961.15599626,44
1714339951.4892702,31856992.150364358,45
1714339951.966662,33059976.785525184,45
1714339952.4784844,30825406.304314733,45
1714339953.010132,29683239.028972574,46
1714339953.4714315,34205777.03624156,46
1714339953.9450877,33311979.35992655,46
1714339954.4307377,32465475.190074418,47
1714339954.9603748,29785904.769570876,47
1714339955.507303,28856046.51075021,48
1714339956.0600476,28553690.34956037,48
1714339956.5685997,31048091.719818227,49
1714339957.194821,25193657.266537096,49
1714339957.780157,26961327.877139844,50
1714339958.3477783,27795550.51656555,50
1714339958.8954568,28815623.452638526,51
1714339959.450315,28452199.672117878,51
1714339959.8728666,37318962.6402452,52
1714339960.3120542,35929406.04436328,52
1714339960.7428172,36627639.54226671,52
1714339961.2776382,29516220.093825188,53
1714339961.8401396,28055101.787431143,53
1714339962.3808172,29191620.62116063,54
1714339962.9294355,28775305.00751907,54
1714339963.482804,28518177.739539556,55
1714339964.071592,26811449.747975845,55
1714339964.620706,28750104.534887142,56
1714339965.1509795,29766025.223793723,56
1714339965.767357,25620342.86154934,57
1714339966.9248848,13624834.968452187,57
1714339967.5035155,27250454.268294543,58
1714339968.0255003,30206397.50892322,58
1714339968.5760725,28635365.549397435,59
1714339969.1327457,28324720.821488883,59
1714339969.6478202,30616050.8090945,60
1714339970.1825743,29493869.502855867,60
1714339970.7665572,27007858.57904331,61
1714339971.3688295,26193548.96775892,61
1714339971.9208946,28579624.504331384,62
