timestamp,data,index
1714340096.8920698,15507944.0,1
1714340098.3172996,46704696.0,2
1714340099.7044702,46823352.0,3
1714340101.0718327,46992568.0,4
1714340102.1072552,31363024.0,5
1714340103.5875046,47044664.0,6
1714340104.9802115,46949048.0,7
1714340106.3792875,46753080.0,8
1714340107.7777317,46570424.0,9
1714340109.1525242,46654776.0,10
1714340110.557355,46592952.0,11
1714340111.9789934,46554168.0,12
1714340112.9982877,31038160.0,13
1714340114.5141358,46564280.0,14
1714340115.905917,46669240.0,15
1714340117.3031263,46563896.0,16
1714340118.6956959,46618680.0,17
1714340120.051247,46757816.0,18
1714340121.4460661,46772792.0,19
1714340122.840569,46872760.0,20
1714340124.2028065,46983352.0,21
1714340126.1123123,46977464.0,22
1714340127.552737,47038904.0,23
1714340128.9637303,47177272.0,24
1714340130.3914392,31494992.0,25
1714340131.773123,47253304.0,26
1714340133.1929357,47233848.0,27
1714340134.5807977,47277112.0,28
1714340135.988094,47274040.0,29
1714340137.3936381,47248184.0,30
1714340138.8704536,47219000.0,31
1714340140.333904,47257784.0,32
1714340141.7849221,47304888.0,33
1714340143.1630018,47312440.0,34
1714340144.621254,47246136.0,35
1714340146.0494564,47123384.0,36
