timestamp,data,index
1714340097.2133987,1615794.471206004,0
1714340097.6813576,21500499.338536493,1
1714340098.1390648,21981046.42874191,1
1714340098.5921342,22224007.9259704,1
1714340099.0578792,21689111.920130108,2
1714340099.5150905,22064428.813613236,2
1714340099.9752462,21937853.58395279,2
1714340100.4314644,22132509.617961697,3
1714340100.887323,22187043.911652997,3
1714340101.4312832,18646467.530895192,3
1714340101.8898506,22168194.11495228,4
1714340102.4329388,18711774.425908934,4
1714340102.9325683,20329700.55091871,5
1714340103.4005914,21677366.258121736,5
1714340103.871099,21533580.59522838,5
1714340104.345556,21281564.71064586,6
1714340104.8062017,21878850.549108468,6
1714340105.2469141,22858404.85370452,6
1714340105.702081,22079061.26995029,7
1714340106.1441538,22723780.403155155,7
1714340106.6617742,19341877.446546808,7
1714340107.0962915,23008198.407971423,8
1714340107.588162,20326019.13622448,8
1714340108.0577133,21256575.245040216,8
1714340108.524134,21480665.35462161,9
1714340108.9789758,22074986.133243315,9
1714340109.417206,22921703.6550224,9
1714340109.8788803,21723334.356757917,10
1714340110.345455,21424855.044971,10
1714340110.8538575,19624712.289077435,10
1714340111.334742,20771968.689127717,11
1714340111.7954738,21672157.232978247,11
1714340112.2532306,21804497.234029587,11
1714340112.82956,17328921.125432502,12
1714340113.2876053,21772365.93769516,12
1714340113.782717,20152682.069502056,13
1714340114.3150723,18734595.185000803,13
1714340115.2776573,10396586.894448236,14
1714340115.7289166,22189662.935221832,14
1714340116.2086046,20870365.78019402,15
1714340116.6776054,21328770.93018508,15
1714340117.1261156,22252183.51469764,15
1714340117.6157897,20364148.73421311,16
1714340118.0689301,22031993.586729236,16
1714340118.5148838,22454987.006265253,16
1714340118.9663289,22194503.418037016,17
1714340119.4234245,21930220.119887188,17
1714340119.8653677,22688784.288095515,17
1714340120.3456202,20844657.63238721,18
1714340120.8286324,20719540.48399499,18
1714340121.2709315,22626252.00743239,18
1714340121.7318478,21748216.60673148,19
1714340122.201342,21391840.929396525,19
1714340122.669701,21493290.700201586,19
1714340123.1134973,22702094.61235853,20
1714340123.573366,21896082.90026773,20
1714340124.0229337,22455002.925845787,20
1714340124.4878552,21726431.185027663,21
1714340124.9550824,21635479.94211335,21
1714340125.4115837,22151474.134229142,21
1714340125.930902,19488425.00007116,22
1714340126.4141772,20961664.467473857,22
1714340126.9084122,20544517.53216587,23
1714340127.3770258,21676873.886566944,23
1714340127.8464777,21676268.044626825,23
1714340128.2985427,22555807.148330044,24
1714340128.779082,21192484.889187906,24
1714340129.2865808,20052304.89625544,24
1714340129.7590125,21566671.059849523,25
1714340130.211192,22556574.339877393,25
1714340130.7025216,20768889.90292813,25
1714340131.1401079,23341279.593065195,26
1714340131.5866435,22887656.442194097,26
1714340132.0360432,22727151.9497232,26
1714340132.548626,19909477.30067961,27
1714340133.013633,21968063.079862613,27
1714340133.4794335,21942776.144816354,27
1714340133.940429,22192632.53227747,28
1714340134.402077,22159893.100052524,28
1714340134.8866327,21090444.030777436,28
1714340135.3379924,22646395.54672136,29
1714340135.8052542,21831239.34264771,29
1714340136.2749496,21690044.253394842,29
1714340136.7520494,21335475.848768454,30
1714340137.2010844,22630224.593315,30
1714340137.685408,20996850.127080582,30
1714340138.1508908,21854869.6703176,31
1714340138.6941981,18713196.429201968,31
1714340139.1771934,21039550.512959156,32
1714340139.619732,22961900.687575325,32
1714340140.123014,20195567.08390559,32
1714340140.6524265,19212462.57868953,33
1714340141.127376,21431233.234012157,33
1714340141.601314,21494120.797360335,34
1714340142.0556378,22446741.56431495,34
1714340142.5251417,21729615.432460923,34
1714340142.9846756,22207691.770925295,35
1714340143.4425817,22292121.9905361,35
1714340144.42351,10392111.711336559,35
1714340144.9204533,20493148.44319916,36
1714340145.410216,20797179.89341732,36
1714340145.8739831,21991770.44451813,36
1714340146.3467877,21577598.79449452,37
1714340146.8412573,20609863.33506724,37
1714340147.2418165,20532436.035900563,37
